#RA,DEC,DR3Name,parallax,distance,pm_tot,pmra,pmdec,G_mag,G_abs,Gbp_mag,Grp_mag,PDA,Teff,logg,mass,SpTy,MWDD_SpTy,Simbad_Name,Simbad_Main_Type,Simbad_Other_Type
1.59687286318,18.00229231023,Gaia DR3 2773073470346643200,17.4245,57.390618325729655,425.835,278.253,-322.352,16.96068,13.16647548865998,17.088305,16.749651,0.333826780319212,8130.8,8.1904,0.6872,non-DA,DQ,G 131-19,WD*,DQ6
1.7217519255,29.12825954563,Gaia DR3 2860951829821782016,13.875,72.07212056441469,42.172,-41.262,8.714,16.860403,12.571566558852643,16.908665,16.765541,0.312534689903259,9818.9,8.1695,0.6766,non-DA,,SDSS J000653.24+290741.7,WD*_Candidate,
1.79362675775,-46.03585871239,Gaia DR3 4990483304797991680,10.4054,96.10375605142994,26.887,26.882,-0.473,17.751087,12.837385380423118,17.845984,17.60645,0.708594560623168,8942.7,8.1707,0.6946,DA,,Gaia DR3 4990483304797991680,WD*_Candidate,
1.90821855273,-35.37555798197,Gaia DR3 2309486520165949056,10.6345,94.03367185986603,52.122,-45.697,-25.068,18.03514,13.168722109246325,18.148403,17.864931,0.443189293146132,8536.5,8.2942,0.7556,non-DA,,Gaia DR2 2309486520165949056,WD*_Candidate,
2.39590413505,31.14403629033,Gaia DR3 2861792754354276352,18.7025,53.468825344613435,534.269,-359.092,-395.596,16.708513,13.068010043889094,16.81096,16.516275,0.445722818374633,8449.4,8.207,0.6985,non-DA,,EGGR   1,WD*,DC6
2.63849990832,9.46258534911,Gaia DR3 2753010024543499136,11.5692,86.43651035312199,126.26,71.023,104.39,17.284897,12.601410725250382,17.342945,17.178278,0.247748941183089,9595.5,8.1467,0.6615,non-DA,,Gaia DR2 2753010024543499136,WD*_Candidate,
2.6461147575,36.35143544117,Gaia DR3 2877318060401894144,10.7838,92.73163467710742,81.29,-80.65,-10.177,17.515188,12.679048639105034,17.566101,17.459486,0.846099555492401,10361.724993396152,8.3751,0.8242,DA,,Gaia DR2 2877318060401894144,WD*_Candidate,
2.72569406572,-82.97687829014,Gaia DR3 4630008761229904768,13.2592,75.41917218796365,59.846,44.801,39.678,16.62302,12.235611366044036,16.652996,16.594364,0.915960788726805,10902.105433503273,8.1918,0.7115,DA,,Gaia DR2 4630008761229904768,WD*_Candidate,
2.88987615181,18.83012505881,Gaia DR3 2797216031272977280,12.9243,77.37345377470454,110.416,110.304,-4.975,16.639591,12.196631301008274,16.65927,16.602419,0.113229900598526,10817.772543582985,8.0857,0.6264,non-DA,,PG 0008+186,PM*,
2.94559660215,28.40669604837,Gaia DR3 2859908324567852416,11.042,90.56320168365569,108.626,105.345,-26.497,17.563356,12.778597560827219,17.635439,17.438974,0.298781037330627,9284,8.203,0.6973,non-DA,DC,SDSS J001146.90+282424.3,WD*,DC
2.95547614097,-50.49238015781,Gaia DR3 4973566051392029824,10.709,93.37934363281823,41.148,-17.71,-37.142,16.712046,11.860791584895447,16.59832,16.9415,0.702392101287841,23980.38005837053,8.8088,1.0882,DA,,JL 165,Star,
3.07368749585,-36.95337804029,Gaia DR3 2308338453932541824,11.0403,90.577027637907,60.406,24.67,-55.138,18.522203,13.737113121242142,18.671928,18.333296,0.482192486524581,8135.2,8.5466,0.9217,non-DA,,Gaia DR2 2308338453932541824,WD*_Candidate,
3.08603613004,-6.1060607966,Gaia DR3 2443419990050464128,14.6236,68.38263267217626,124.317,123.505,14.186,16.351929,12.177199627216849,16.317345,16.421917,0.921592593193053,14105.735425793831,8.4741,0.8915,DA,,2MASS J00122052-0606221,PM*,
3.55833912169,-7.33683552073,Gaia DR3 2431129163744714240,14.6512,68.25391029342394,170.157,167.596,29.408,16.768602,12.597964684577867,16.790234,16.605162,0.285801231861114,9393.5,8.1022,0.6335,non-DA,,Gaia DR2 2431129163744714240,WD*_Candidate,
3.74442279009,-15.41386663347,Gaia DR3 2416439692692047232,11.7119,85.3831873707265,47.415,31.954,35.031,17.460205,12.803343262791644,17.565792,17.272408,0.594582319259643,8462.5,8.0236,0.6056,DA,,Gaia DR3 2416439692692047232,WD*_Candidate,
3.89320091252,-60.82417272008,Gaia DR3 4904968208127215104,13.6406,73.31082225890991,109.062,108.845,6.884,17.457008,13.131167908774815,17.416054,17.515287,0.342263728380203,13492.579436547656,8.9171,1.1265,non-DA,,Gaia DR2 4904968208127215104,WD*_Candidate,
3.91947910216,46.46488365251,Gaia DR3 392128830498842112,10.5254,95.0081716595277,65.313,-64.649,9.286,17.834286,12.945480933112606,17.930416,17.646347,0.669795215129851,8542.6,8.1393,0.6742,DA,,Gaia DR2 392128830498842112,WD*_Candidate,
4.01897705713,13.41668229509,Gaia DR3 2767667274751730048,16.3475,61.17161572041187,305.676,303.449,-36.837,16.96071,13.027960767359783,17.063173,16.789148,0.362824082374571,8612.7,8.2199,0.7072,non-DA,,LP  464-48,PM*,
4.08640378135,-19.39269073953,Gaia DR3 2365285768910490752,12.5811,79.48415250835482,153.816,-19.557,-152.568,17.285606,12.78420364440629,17.378286,17.149006,0.558353900909423,9038,8.1603,0.6884,DA,,Gaia DR2 2365285768910490752,WD*_Candidate,
4.17126484425,-33.69888780283,Gaia DR3 2316007551831656960,13.8553,72.17472322795005,197.158,-57.351,-188.632,16.626276,12.33435038051032,16.655947,16.58373,0.154718220233916,10622.304516602426,8.1495,0.6653,non-DA,,G 267-64,PM*,
4.6816646805,2.55657385412,Gaia DR3 2548152217808246528,13.1569,76.00560094449852,66.902,66.706,-5.122,17.071184,12.6669561726014,17.125013,16.976994,0.278737157583235,9768.6,8.224,0.7118,non-DA,,LBQS 0016+0216,WD*,DQ
4.78435833367,14.24087751983,Gaia DR3 2768190500551905408,11.7126,85.37830703209256,85.977,82.325,24.789,17.941744,13.285006156104945,18.094574,17.763065,0.516562521457672,8150.9,8.2502,0.743,DA,,SDSS J001908.16+141426.8,**,DC+M:
4.92661904332,-11.23345502147,Gaia DR3 2424913628807069056,10.9039,91.71022170589727,250.392,232.733,-92.368,17.880392,13.068303357899689,17.977648,17.69674,0.451076954603195,8557.1,8.2337,0.7161,non-DA,DC,LP  704-90,WD*,DC
4.97428133594,42.81348354575,Gaia DR3 385166486649719552,11.5549,86.54331832755508,123.103,53.231,-111,17.458805,12.77263736762487,17.559933,17.361753,0.447086364030838,9267.5,8.1957,0.6925,non-DA,,Gaia DR2 385166486649719552,WD*_Candidate,
5.20672053583,0.74265483306,Gaia DR3 2546887573277984256,21.2468,47.06587622369999,210.146,192.673,-83.895,16.665728,13.302196873637303,16.754011,16.49074,0.849139332771301,8735.5,8.4091,0.8437,DA,DA,PB  5879,WD*,DA3
5.31779947642,25.52627370846,Gaia DR3 2855386170682263424,35.5701,28.113502179157024,52.031,51.46,7.687,15.474323,13.229748521305659,15.509002,15.304316,0.828107833862304,9303,8.4898,0.8961,DA,DA,SDSS J002116.24+253134.5,WD*,DA
5.44773239279,38.45722774764,Gaia DR3 378856389416637056,13.2363,75.54974488721608,20.267,2.586,-20.102,16.413797,12.022632367677152,16.409481,16.422243,0.128854036331176,11883.772798432872,8.1228,0.6509,non-DA,DC,SDSS J002147.45+382726.3,WD*,DC
5.59805914084,-12.05741179593,Gaia DR3 2423499381975837056,10.3704,96.42820463444286,49.579,33.369,36.669,17.41421,12.493188961603723,17.473276,17.378815,0.802498936653136,10479.268535197918,8.2815,0.7663,DA,DA,SDSS J002223.51-120327.0,WD*,DA
5.66268856237,-31.17753671766,Gaia DR3 2316965089020581632,10.3585,96.53933913007873,75.532,69.925,-28.557,16.827286,11.903764159173821,16.833487,16.878878,0.877437710762023,12517.360637083497,8.1804,0.7075,DA,,2QZ J002238.8-311038,WD*,DA
5.71072688027,-20.37928699899,Gaia DR3 2362012522792081792,11.2098,89.20789959617478,50.395,33.153,37.955,18.094406,13.342389557891984,18.204199,17.90835,0.619452536106108,8441.9,8.3623,0.8137,DA,,Gaia DR2 2362012522792081792,WD*_Candidate,
5.80723447475,47.88326660434,Gaia DR3 392544862508739456,13.83,72.30651156553081,131.673,131.026,13.039,15.36197,11.066082900509661,15.285313,15.542753,0.946222722530364,18923.38972734311,8.1132,0.6789,DA,,Gaia DR3 392544862508739456,PM*,
6.14524174067,27.70161759328,Gaia DR3 2856257606661059456,11.0221,90.72651593734115,88.579,88.531,-2.905,16.708416,11.919744817596372,16.67656,16.746056,0.109025448560714,12894.468420669478,8.1807,0.6888,non-DA,,LP  349-13,WD*,DB
6.27544055691,-35.4227048347,Gaia DR3 5005019913669165568,11.1902,89.36409045043999,206.464,201.889,-43.223,18.48706,13.731245349549125,18.612349,18.311272,0.483151972293852,8405,8.6024,0.9576,non-DA,,LEHPM 570,PM*,
6.45350568937,59.3843573248,Gaia DR3 428300220431345536,11.5508,86.57389311943999,51.024,-50.968,-2.391,17.571573,12.88463851927223,17.630701,17.523066,0.749642491340636,10380.78490925126,8.497,0.9019,DA,,Gaia DR2 428300220431345536,WD*_Candidate,
6.66739308571,-55.41426867848,Gaia DR3 4920057871348614272,41.5723,24.054483139334966,542.466,-298.874,-452.706,15.163142,13.25716205619741,15.222349,15.063656,0.92725658416748,9810.2,8.6042,0.9687,DA,DA,LAWD  4,WD*,DA5.0
6.92360859678,-3.01626982032,Gaia DR3 2540674885904495744,10.3054,97.03672127035217,37.334,-35.327,-12.077,16.022053,11.087372195254249,15.942848,16.171131,0.190298378467559,17826.241864109837,8.115,0.6556,non-DA,DBA,PB  8252,WD*,DBA2.9
7.05790393872,-35.40400594604,Gaia DR3 5005054827459071872,19.7545,50.621374283523096,204.778,202.986,27.029,16.565018,13.043348043530901,16.645449,16.431103,0.804769039154051,9196.8,8.3582,0.8122,DA,,G 267-112,PM*,
7.42465010242,25.70688409688,Gaia DR3 2807784223505933952,14.4473,69.21728647580564,112.162,106.954,33.783,17.225393,13.024320447027703,17.342003,17.04773,0.355320572853087,8452.5,8.1785,0.6798,non-DA,,SDSS J002941.83+254224.4,PM*,
7.49632154199,36.80948188825,Gaia DR3 366784816895496064,17.0103,58.78796379444121,101.853,90.939,-45.87,16.427374,12.580931795926109,16.315144,16.666864,0.920754909515379,24729.020395526084,9.1781,1.2352,DA,DA,FBS 0027+365,WD*,DA
7.53664712426,-64.19215240693,Gaia DR3 4900526799627167488,11.0868,90.19755835942478,66.173,66.153,-1.6,17.633081,12.857107529233595,17.68883,17.544653,0.792263746261596,9937.4,8.402,0.8407,DA,,Gaia DR2 4900526799627167488,WD*_Candidate,
7.5798359042,57.62613507158,Gaia DR3 421855815284333696,13.857,72.16567589507773,88.666,72.586,50.92,17.25373,12.962077356288786,17.336235,17.07542,0.304309368133543,8719.2,8.2012,0.6951,non-DA,,Gaia DR2 421855815284333696,WD*_Candidate,
7.6019000003,-48.21286174574,Gaia DR3 4975675979846660608,22.0517,45.34799794930809,160.21,134.885,-86.447,15.43479,12.151999065966212,15.399507,15.466826,0.959489941596983,13123.81669187657,8.3924,0.8386,DA,,UCAC2  10999323,PM*,
7.72477740665,24.36518307132,Gaia DR3 2807036078858147584,11.4477,87.35412850393595,28.08,17.722,-21.781,17.103214,12.396797087435322,17.14897,17.017056,0.183994054794311,9936.4,8.0706,0.6153,non-DA,DC,SDSS J003053.92+242154.9,WD*,DC
7.73618402916,33.16770481223,Gaia DR3 2862873192032202112,12.5431,79.72489233087673,171.359,123.293,-119.008,17.946718,13.43874850895678,18.061678,17.801361,0.657408773899078,8764.6,8.4945,0.8985,DA,,LP  293-28,PM*,
7.86127056791,-44.63677336332,Gaia DR3 4980291008103325312,15.0213,66.57193082659006,347.676,346.886,23.422,16.835142,12.71868636940067,16.896952,16.725416,0.168904483318328,9525.5,8.2118,0.7034,non-DA,,JL 193,PM*,D?
8.59681673846,-21.87744263236,Gaia DR3 2362140890773926784,11.0336,90.63248157191093,37.072,36.474,-6.633,17.43607,12.649650131524776,17.526737,17.274126,0.686673581600188,8809.2,8.0148,0.6013,DA,,Gaia DR3 2362140890773926784,WD*_Candidate,
8.80434558904,-12.419793269,Gaia DR3 2375576682347401216,18.9865,52.66911003999538,211.561,148.58,-150.606,16.888096,13.28031595539924,16.98886,16.674765,0.388907372951507,8303.7,8.3092,0.7652,non-DA,,LP  705-64,PM*,
8.8986819676,1.88411535441,Gaia DR3 2544456862306151680,31.4086,31.83840765501812,391.026,-144.803,-363.227,15.615839,13.101082309052124,15.650506,15.553987,0.933390617370605,10557.816990915293,8.6451,0.9939,DA,DA,LAWD  5,WD*,DA4.6
9.00582651325,-11.20361186166,Gaia DR3 2425347347488993408,19.1586,52.19593710904169,67.008,22.682,63.052,16.970182,13.381998922949412,17.090406,16.776703,0.486890524625777,8308.1,8.3731,0.8071,non-DA,DZ,PB  8392,WD*,DZ
9.05837384878,-34.393078361,Gaia DR3 5005361213245945856,11.4913,87.02251259246982,99.236,97.082,20.562,16.43763,11.73947160730853,16.403376,16.558275,0.938526570796966,15237.59029201952,8.2893,0.7783,DA,DA,MCT 0033-3440,WD*,DA3.5
9.09519745341,-59.92376876191,Gaia DR3 4906743988126708992,43.6188,22.925902014950065,279.676,250.842,123.681,14.149183,12.347551113784235,14.124718,14.228513,0.960933327674864,14171.148636447617,8.5801,0.9582,DA,DA,L  122-4,WD*,DA3.5
9.31376050298,51.31231506467,Gaia DR3 415684119076509056,10.5219,95.04003257458979,74.813,74.668,-4.659,16.962803,12.073270004513716,16.975033,17.009577,0.914773046970366,12367.354499201729,8.2765,0.7662,DA,,Gaia DR2 415684119076509056,WD*_Candidate,
9.66055132405,34.16236685759,Gaia DR3 364978005758397952,11.4237,87.53726741196229,208.64,207.715,-19.617,17.197617,12.486651650000386,17.255138,17.100616,0.228263199329376,9697.5,8.087,0.6248,non-DA,DC,LP  241-42,WD*,DC
9.78326044009,-3.95607795405,Gaia DR3 2527618112309283456,11.3003,88.49296127071553,68.699,54.497,-41.829,18.617466,13.88292233143707,18.621931,18.673916,0.751406192779541,13219.314334633222,9.284,1.2572,DA,,Gaia DR2 2527618112309283456,WD*_Candidate,
9.79607237561,-35.22544529864,Gaia DR3 5004512145455581184,11.2875,88.59368998122471,18.757,-18.388,3.704,17.859491,13.12247739480901,17.989954,17.675348,0.624487757682799,8286.2,8.1838,0.7015,DA,,HBQS 0036-3530,WD*_Candidate,
9.80076232779,45.71830074893,Gaia DR3 388375681916533248,13.0793,76.45690976625367,57.336,56.003,12.292,16.56111,12.144025839183488,16.614935,16.506693,0.915923595428466,10238.50892355207,8.0155,0.6049,DA,,Gaia DR2 388375681916533248,WD*_Candidate,
10.26897512055,-37.16199414924,Gaia DR3 5001050749708068608,13.5344,73.88600552083194,130.857,120.616,-50.748,17.018433,12.67562167694702,17.112368,16.876595,0.740992486476897,8969.8,8.0742,0.6361,DA,,HBQS 0038-3726,PM*,
10.34434410442,55.83534173028,Gaia DR3 418491412783587200,43.6594,22.90459820440327,324.163,316.495,-70.088,13.998035,12.198422042279809,14.009648,13.946325,0.0572,10733.646779357257,8.0734,0.6187,non-DA,,EGGR 245,WD*,DBQ5
10.45314657289,73.35519410644,Gaia DR3 536979286914485760,17.8771,55.93760866223732,430.425,348.201,253.025,16.089344,12.350824543135767,16.108765,16.041834,0.0982,10688.3681640625,8.171,0.6793,non-DA,,EGGR 383,WD*,DQ5
10.6441212002,53.72068730721,Gaia DR3 417761405779164928,10.2802,97.27434759107717,35.687,23.584,-26.784,16.476036,11.536044438189,16.436052,16.55078,0.114193558692932,13845.205639404008,8.0303,0.598,non-DA,,Gaia DR3 417761405779164928,WD*_Candidate,
10.68152477421,-58.34375216104,Gaia DR3 4907169670925418752,16.6615,60.01851682871445,112.586,-89.674,-68.074,16.072601,12.181175023450347,16.11999,15.996739,0.900619387626647,10066.077339998854,8.0047,0.5983,DA,,Gaia DR2 4907169670925418752,WD*_Candidate,
10.87941328923,47.02602802142,Gaia DR3 390019142564195840,18.6797,53.533926433604314,44.618,-25.231,-36.799,14.950021,11.306875301194186,14.857033,15.139344,0.933114528656004,20311.32107701834,8.339,0.8151,DA,,Gaia DR3 390019142564195840,WD*_Candidate,
10.88675681711,11.03265295913,Gaia DR3 2774568290763823872,13.9496,71.68667735813162,218.686,176.796,-128.713,17.757593,13.48040089731165,17.862371,17.607252,0.69977843761444,8814.8,8.5296,0.9211,DA,,LP  465-75,PM*,
10.94092868857,-10.00754835205,Gaia DR3 2377863773908424448,32.1226,31.130743957880306,198.494,-145.631,-134.876,14.533612,12.06766475372501,14.432653,14.70489,0.597131431102752,20133.00016736838,8.7568,1.0633,DA,DBA,Feige   7,WD*,DBAP3
11.20543058157,65.18006105655,Gaia DR3 524511370511869824,11.3124,88.39821074440023,34.817,-10.211,-33.286,18.208519,13.476301608887338,18.355663,18.01689,0.649431586265563,8094,8.3557,0.8091,DA,,Gaia DR3 524511370511869824,WD*_Candidate,
11.2750807404,40.59464251088,Gaia DR3 369168794326711808,10.9371,91.43204117802908,52.52,44.461,-27.956,17.868118,13.062626209635042,17.987638,17.713814,0.47039520740509,8614.3,8.2435,0.7226,non-DA,,Gaia DR2 369168794326711808,WD*_Candidate,
11.365966318,-23.60878061482,Gaia DR3 2348747743931814656,21.1726,47.230828688698445,318.68,283.565,-145.424,16.645733,13.274605051842864,16.65019,16.640175,0.260026574134825,11516.305703142365,8.8122,1.0763,non-DA,,Ton S 169,WD*,DQ
12.03952004355,-1.41088025756,Gaia DR3 2530629365419780864,14.5124,68.90639702216384,145.513,141.191,-35.203,17.110924,12.919626056502096,17.173454,17.028532,0.544862210750578,9935.1,8.4373,0.8632,DA,DA,PHL  2980,WD*,DA(He)
12.18934145361,50.12802125791,Gaia DR3 414603986339418624,18.8828,52.95827266397285,49.54,-49.441,3.131,16.162472,12.542802714680489,16.21893,16.068945,0.915276765823364,9830.3,8.1871,0.7066,DA,,Gaia DR3 414603986339418624,WD*_Candidate,
12.37265801918,20.45310802258,Gaia DR3 2789405753503977472,10.367,96.45997682681771,73.23,62.094,-38.821,16.945713,12.023977276949879,16.965261,16.909012,0.857337236404418,10878.608882402079,8.0531,0.628,DA,,SDSS J004929.41+202711.4,WD*_Candidate,
12.51985236096,55.54184448818,Gaia DR3 423690522237819904,10.639,93.99348249832732,62.195,61.815,-6.868,15.87977,11.014281575461098,15.802897,16.0201,0.107459545135498,17214.579235633664,8.0157,0.596,non-DA,,UCAC4 728-007950,PM*,
12.5792086057,31.64609699034,Gaia DR3 360858960322547968,13.2765,75.32102150329617,98.033,-90.076,-38.687,18.084469,13.69988783513254,18.068857,18.173668,0.453355401754378,13609.334104699112,9.1879,1.2257,non-DA,,SDSS J005019.06+313846.2,WD*_Candidate,
12.69082866162,-3.44882107654,Gaia DR3 2529337507976700928,12.5805,79.48800848909681,29.877,-23.649,-18.258,16.79269,12.291182196070178,16.674356,17.01174,0.51935178041458,23773.988510397503,9.0098,1.1773,DA,,SDSS J005045.81-032655.6,WD*_Candidate,
12.71700307694,-28.43495156912,Gaia DR3 2342438501397962112,11.0733,90.30725604327398,71.136,69.291,16.096,17.810835,13.032221651738727,17.866545,17.805,0.842004537582397,11030.406311955147,8.6761,1.0129,DA,,[CT83] 140,PM*,
12.78978728185,-54.18915079924,Gaia DR3 4921090656364298368,15.5889,64.14805195252318,185.791,176.582,57.768,15.229377,11.193459431606726,15.166382,15.375406,0.952188014984129,16852.02711471843,8.0617,0.645,DA,DA,WG  43,WD*,DA
12.79248206207,-62.35772563561,Gaia DR3 4902322680072397952,11.4501,87.33525092469061,106.142,95.658,45.995,18.004108,13.298160567126292,18.084877,17.778196,0.587948679924011,8350.7,8.3111,0.7815,DA,,Gaia DR2 4902322680072397952,WD*_Candidate,
12.93039011012,-51.1434028457,Gaia DR3 4925476436449468416,11.6321,85.96901614991896,64.508,-64.41,-3.56,16.878868,12.207158320045973,16.930573,16.814394,0.904736518859862,10156.481447735176,8.0405,0.6191,DA,,Gaia DR2 4925476436449468416,WD*_Candidate,
13.04467778687,-36.24926979702,Gaia DR3 5002438264662808576,10.3952,96.19848511530621,39.477,-4.266,-39.246,17.0713,12.155459341373803,17.123579,17.022,0.88183569908142,10321.842963274774,8.0396,0.619,DA,,HBQS 0049-3631,WD*_Candidate,
13.11269987909,-47.22983616885,Gaia DR3 4981079701539275392,11.8179,84.61741333566438,92.64,-84.608,-37.73,17.970549,13.33324990337202,18.055904,17.816977,0.674859106540679,8967.8,8.4784,0.8884,DA,,Gaia DR2 4981079701539275392,WD*_Candidate,
13.3788663077,-71.17715443132,Gaia DR3 4689365587222432256,13.3159,75.09818287081883,52.686,-26.466,-45.557,17.380186,13.002038937770887,17.500364,17.180973,0.609024822711944,8248.2,8.0969,0.6477,DA,,Gaia DR2 4689365587222432256,WD*_Candidate,
13.64796363356,-24.73180984555,Gaia DR3 2345431719942784768,10.4063,96.09593690875008,92.298,-12.525,-91.444,16.533737,11.62021205569035,16.531414,16.589252,0.936700165271759,12673.574803693693,8.0011,0.6025,DA,DA,GD 661,WD*,DA3.7
13.6936380311,22.93568987703,Gaia DR3 2803596046661176576,27.3754,36.52912537966274,469.072,450.239,-131.58,16.142569,13.329372218346105,16.215513,16.024542,0.804606854915618,9454,8.5776,0.9523,DA,DA,EGGR 562,WD*,DA5.2
13.74668628734,-27.50558521072,Gaia DR3 2342611713134728832,12.2426,81.68228506426529,67.48,46.729,-48.682,16.977022,12.416914928042198,16.98877,16.9613,0.873079419136047,11416.935594591327,8.3803,0.8288,DA,,[CT83] 200,WD*,DA
14.23614721859,44.17487634941,Gaia DR3 377231345590861824,13.7318,72.8234458085274,4.066,-0.053,-4.066,16.327717,12.016360703769644,16.365503,16.300695,0.907277822494505,10760.736409907702,8.028,0.6133,DA,,SDSS J005656.67+441029.7,WD*_Candidate,
14.56390480282,-56.63625356755,Gaia DR3 4907742035447425024,12.353,80.95192750599283,92.38,-89.715,-22.03,16.996807,12.455671128479047,17.050041,16.925694,0.586289763450622,10106.483205528219,8.1887,0.708,DA,,Gaia DR2 4907742035447425024,WD*_Candidate,
14.7143101959,6.65239884631,Gaia DR3 2577467770489127296,10.3487,96.63027736948058,53.626,50.021,-19.331,17.570833,12.645267075433214,17.645584,17.42496,0.690768241882324,9113.1,8.0905,0.6458,DA,,PB  6232,WD*,DA
14.84600992518,56.4271595709,Gaia DR3 423974707328909440,14.8649,67.27251917946633,177.465,176.712,16.338,16.4797,12.340511632615883,16.521059,16.41837,0.291135519742964,10254.78245476682,8.0904,0.6282,non-DA,,LSPM J0059+5625,PM*,
15.145575891,56.98025824084,Gaia DR3 424018417222420352,11.336,88.21488324400194,38.568,-32.11,21.363,16.738926,12.011216615579748,16.742813,16.7075,0.12219899892807,11113.674505626233,8.0025,0.5763,non-DA,,Gaia DR3 424018417222420352,WD*_Candidate,
15.25969593364,-4.18612549322,Gaia DR3 2525337076653338240,13.8625,72.13682745230713,115.772,109.205,38.437,15.425311,11.13452589700447,15.360293,15.565581,0.924954831600188,16667.34754320393,8.0097,0.6162,DA,DA,GD 9,WD*,DA2.9
15.68106750351,17.66907879248,Gaia DR3 2784832914708609536,16.1253,62.0144576582527,259.293,259.215,-6.375,17.45156,13.489094316923596,17.563059,17.29834,0.738951444625854,8724,8.5144,0.9112,DA,,LP  406-55,PM*,
15.91099280841,-5.3803920385,Gaia DR3 2524879812959998592,34.4228,29.050507303101824,176.669,76.892,159.058,17.342995,15.027226085997427,17.425625,17.1988,0.638685941696166,9068.9,9.321,1.2667,DA,,G 270-126,WD*,DAH
15.91377036728,-24.74956119947,Gaia DR3 2344901720977366528,12.8399,77.8821265726958,106.301,-46.014,-95.825,16.696207,12.23901803937089,16.727282,16.630838,0.182624429464339,10328.057161830333,8.0324,0.5927,non-DA,,GD 674,WD*,DC
15.95360134581,6.25147729507,Gaia DR3 2576468559232835456,16.378,61.057589753880734,58.149,-19.428,-54.807,16.011124,12.082425374515353,15.993276,16.083261,0.951001048088072,13663.062963834456,8.3867,0.8357,DA,DA,PG 0101+059,WD*,DA3.4
16.05720136018,46.84480782105,Gaia DR3 401215160231429120,12.0102,83.26228892225048,127.428,50.558,-116.969,17.74022,13.137977387766593,17.714777,17.781488,0.260519981384277,12846.723365741924,8.8691,1.1061,non-DA,DQ,SDSS J010413.66+465042.8,WD*,DQ
16.53132006083,32.25761813368,Gaia DR3 313521312549882496,11.3982,87.7330862993068,142.243,124.442,-68.901,17.282883,12.567065653623061,17.330679,17.20559,0.279680997133255,10009.672979509782,8.2013,0.6976,non-DA,,SDSS J010607.45+321527.8,WD*_Candidate,
16.72516661718,-46.14793808439,Gaia DR3 4933533142262051968,20.061,49.84803979508655,224.117,213.378,68.543,15.458566,11.970325287193626,15.480874,15.438693,0.951632022857666,11059.670165574993,8.0469,0.6248,DA,DA,WG   5,WD*,DA4.4
